top,top_color,bottom,bottom_color,shoes,shoes_color,occasion,temperature,feels_like,weather_type,season_match,score
shirt,gray,jeans,navy,heels,beige,business,20,22,cloudy,0.867,0.932
dress,purple,none,none,sandals,purple,party,20,22,sunny,0.817,0.774
t-shirt,white,leggings,blue,sneakers,beige,sport,20,22,cloudy,0.817,0.948
hoodie,yellow,jeans,gray,loafers,black,sport,15,17,sunny,0.817,0.668
sweater,pink,leggings,green,sneakers,red,party,5,4,cloudy,0.817,0.555
polo,black,leggings,blue,oxfords,brown,casual,22,17,rain,0.867,0.769
tank-top,beige,shorts,gray,heels,black,sport,32,27,rain,0.917,0.786
dress,burgundy,none,none,heels,green,party,12,14,sunny,0.817,0.798
polo,burgundy,trousers,navy,sneakers,orange,date,15,17,sunny,0.867,0.751
blazer,white,shorts,black,sneakers,navy,business,32,35,sunny,0.867,0.648
shirt,black,skirt,black,loafers,navy,date,25,27,sunny,0.867,0.779
tank-top,black,jeans,black,sandals,gray,date,25,26,cloudy,0.9,0.873
sweater,black,leggings,navy,boots,blue,date,10,10,sunny,0.817,0.75
shirt,black,skirt,gray,boots,red,business,20,22,cloudy,0.867,0.817
polo,black,shorts,pink,sneakers,pink,date,22,21,rain,0.867,0.703
blazer,navy,skirt,brown,boots,black,casual,15,11,rain,0.867,0.66
polo,white,shorts,pink,oxfords,gray,sport,12,13,cloudy,0.867,0.694
t-shirt,burgundy,jeans,black,sneakers,red,formal,20,19,sunny,0.817,0.68
dress,burgundy,none,none,heels,burgundy,date,12,8,rain,0.817,0.67
blazer,beige,skirt,gray,sandals,purple,casual,32,33,sunny,0.867,0.729
cardigan,white,jeans,white,boots,brown,business,12,13,sunny,0.867,0.758
blouse,black,skirt,green,sneakers,white,business,28,29,sunny,1.0,0.773
blazer,black,trousers,gray,sneakers,orange,business,10,9,cloudy,0.867,0.809
t-shirt,navy,jeans,blue,sneakers,white,sport,8,5,rain,0.817,0.78
blazer,black,leggings,orange,boots,purple,formal,22,27,sunny,0.867,0.644
cardigan,brown,jeans,navy,heels,navy,party,22,24,sunny,0.867,0.724
shirt,gray,skirt,white,heels,yellow,casual,22,23,sunny,0.867,0.745
hoodie,yellow,skirt,blue,oxfords,black,casual,8,8,sunny,0.817,0.719
polo,navy,trousers,navy,loafers,orange,sport,20,19,sunny,0.867,0.661
t-shirt,purple,trousers,pink,sandals,yellow,sport,15,13,sunny,0.817,0.601
t-shirt,beige,skirt,blue,loafers,navy,sport,15,15,sunny,0.817,0.588
blazer,green,skirt,purple,oxfords,red,party,15,10,rain,0.867,0.767
blouse,yellow,skirt,navy,loafers,burgundy,party,18,15,rain,0.867,0.796
t-shirt,beige,skirt,beige,loafers,gray,casual,10,5,rain,0.817,0.7
hoodie,beige,jeans,white,boots,burgundy,casual,2,-1,rain,1.0,0.887
t-shirt,navy,trousers,white,loafers,white,casual,20,17,rain,0.817,0.82
t-shirt,navy,trousers,white,sneakers,brown,casual,2,2,cloudy,0.667,0.743
sweater,gray,leggings,navy,boots,white,formal,8,7,rain,0.817,0.851
hoodie,blue,skirt,navy,heels,yellow,sport,22,21,rain,0.817,0.568
t-shirt,black,skirt,purple,loafers,white,sport,28,32,sunny,0.917,0.663
blazer,yellow,jeans,white,sneakers,gray,sport,12,13,sunny,0.867,0.691
hoodie,brown,trousers,pink,heels,navy,business,5,2,rain,0.817,0.69
polo,gray,skirt,black,sneakers,black,formal,20,20,sunny,0.867,0.803
tank-top,black,shorts,black,loafers,gray,sport,22,20,rain,0.767,0.812
shirt,navy,jeans,black,oxfords,burgundy,casual,28,32,sunny,0.717,0.801
blouse,navy,jeans,burgundy,heels,navy,business,20,21,cloudy,0.867,0.893
cardigan,blue,leggings,black,boots,black,party,20,21,sunny,0.867,0.713
sweater,blue,leggings,black,sneakers,navy,date,2,-3,snow,0.933,0.69
sweater,beige,jeans,navy,oxfords,gray,business,22,26,sunny,0.817,0.749
polo,pink,trousers,burgundy,sandals,purple,party,28,30,cloudy,0.8,0.72
sweater,burgundy,jeans,burgundy,oxfords,pink,party,2,-6,snow,0.933,0.658
t-shirt,orange,shorts,beige,loafers,navy,formal,28,29,sunny,0.917,0.678
t-shirt,brown,trousers,green,oxfords,gray,sport,18,16,rain,0.817,0.636
t-shirt,gray,jeans,gray,oxfords,purple,casual,20,19,cloudy,0.817,0.837
hoodie,black,leggings,white,boots,purple,business,22,17,rain,0.817,0.656
dress,black,none,none,boots,black,date,2,-1,rain,0.767,0.654
cardigan,navy,leggings,black,heels,beige,casual,22,18,rain,0.867,0.802
shirt,blue,trousers,burgundy,heels,gray,casual,32,27,rain,0.667,0.751
shirt,yellow,leggings,orange,sneakers,purple,party,8,7,sunny,0.867,0.585
hoodie,brown,trousers,brown,sneakers,gray,sport,20,22,sunny,0.817,0.715
blouse,green,jeans,yellow,sneakers,red,party,10,5,rain,0.867,0.682
tank-top,navy,shorts,white,sandals,purple,formal,32,36,sunny,1.0,0.599
blouse,navy,jeans,red,sneakers,black,formal,25,27,cloudy,0.9,0.645
shirt,red,trousers,white,loafers,white,date,12,11,rain,0.867,0.85
blouse,gray,shorts,white,sneakers,gray,sport,32,35,sunny,1.0,0.811
shirt,navy,sweatpants,yellow,sneakers,red,party,22,27,sunny,0.867,0.596
cardigan,gray,shorts,gray,heels,navy,business,32,28,rain,0.75,0.678
t-shirt,navy,trousers,orange,oxfords,black,sport,8,5,rain,0.817,0.544
dress,black,none,none,sneakers,burgundy,date,28,29,sunny,0.8,0.804
polo,green,trousers,red,sandals,gray,business,18,20,cloudy,0.867,0.724
blouse,black,leggings,purple,oxfords,black,formal,8,9,cloudy,0.867,0.739
blouse,red,shorts,purple,sandals,yellow,party,28,30,sunny,1.0,0.752
blouse,gray,skirt,white,oxfords,pink,sport,28,30,sunny,0.867,0.506
blouse,navy,trousers,orange,boots,yellow,formal,2,3,cloudy,0.9,0.763
cardigan,brown,leggings,beige,oxfords,navy,casual,15,13,sunny,0.867,0.825
hoodie,black,leggings,navy,oxfords,white,business,5,4,cloudy,0.817,0.679
dress,blue,none,none,sandals,burgundy,formal,15,10,rain,0.817,0.58
blazer,gray,shorts,navy,loafers,black,formal,8,7,cloudy,0.867,0.707
blazer,beige,trousers,burgundy,heels,gray,date,18,18,sunny,0.867,0.851
blouse,purple,jeans,black,sneakers,red,party,8,4,rain,0.867,0.673
tank-top,navy,skirt,gray,sneakers,black,date,28,23,rain,1.0,0.743
shirt,burgundy,shorts,white,loafers,black,formal,25,27,sunny,0.867,0.781
blouse,red,skirt,green,oxfords,beige,sport,10,9,sunny,0.867,0.405
tank-top,pink,shorts,burgundy,sandals,black,date,32,36,sunny,1.0,0.786
dress,yellow,none,none,sneakers,burgundy,business,32,29,rain,0.8,0.719
shirt,burgundy,shorts,navy,sandals,black,business,28,23,rain,0.95,0.669
t-shirt,navy,shorts,burgundy,oxfords,blue,sport,28,30,cloudy,0.867,0.772
t-shirt,purple,skirt,black,loafers,gray,sport,22,26,sunny,0.817,0.684
dress,black,none,none,sneakers,purple,sport,20,15,rain,0.817,0.669
shirt,red,leggings,gray,boots,pink,formal,12,13,cloudy,0.867,0.706
blouse,beige,skirt,gray,loafers,navy,formal,28,23,rain,0.917,0.869
t-shirt,pink,trousers,blue,sandals,gray,sport,25,26,sunny,0.8,0.655
blazer,orange,shorts,burgundy,boots,gray,date,8,8,cloudy,0.867,0.716
blazer,burgundy,shorts,navy,loafers,blue,date,28,26,rain,0.783,0.64
sweater,black,jeans,blue,heels,green,formal,8,7,sunny,0.817,0.682
dress,red,none,none,boots,red,date,20,18,sunny,0.817,0.727
polo,blue,shorts,red,boots,white,casual,18,16,sunny,0.867,0.835
tank-top,black,jeans,black,sandals,yellow,party,25,27,sunny,0.9,0.695
shirt,navy,jeans,gray,sneakers,navy,business,25,24,rain,0.85,0.844
blouse,black,trousers,orange,loafers,purple,formal,22,24,cloudy,0.867,0.885
blazer,black,sweatpants,burgundy,heels,red,casual,8,9,cloudy,0.867,0.694
shirt,orange,jeans,blue,oxfords,red,casual,10,9,sunny,0.867,0.714
t-shirt,gray,skirt,blue,heels,brown,sport,15,10,rain,0.817,0.606
hoodie,brown,jeans,navy,loafers,yellow,casual,5,-2,snow,0.817,0.734
blazer,blue,jeans,white,loafers,black,formal,18,17,sunny,0.867,0.833
blazer,burgundy,sweatpants,black,sneakers,blue,formal,15,14,cloudy,0.867,0.693
t-shirt,blue,skirt,purple,sneakers,brown,sport,32,27,rain,1.0,0.745
tank-top,navy,skirt,burgundy,sneakers,burgundy,date,25,23,cloudy,1.0,0.794
blazer,black,trousers,burgundy,loafers,beige,business,10,8,sunny,0.867,0.879
hoodie,blue,shorts,navy,sneakers,black,sport,25,27,cloudy,0.733,0.736
blouse,white,jeans,gray,heels,pink,formal,18,18,sunny,0.867,0.827
cardigan,pink,leggings,purple,sneakers,gray,formal,5,5,cloudy,0.867,0.619
dress,black,none,none,sneakers,yellow,party,22,26,sunny,0.817,0.642
blouse,navy,shorts,black,sneakers,orange,party,12,11,sunny,0.867,0.64
dress,red,none,none,sneakers,navy,date,20,18,rain,0.817,0.776
t-shirt,brown,jeans,yellow,oxfords,gray,date,12,8,rain,0.817,0.613
dress,purple,none,none,sneakers,brown,date,32,34,sunny,0.8,0.708
shirt,navy,leggings,orange,heels,black,business,28,27,rain,0.767,0.773
hoodie,navy,trousers,white,loafers,green,business,22,24,sunny,0.817,0.744
hoodie,black,jeans,gray,oxfords,burgundy,party,12,14,sunny,0.817,0.815
dress,blue,none,none,loafers,white,party,25,26,sunny,0.717,0.817
t-shirt,gray,leggings,white,oxfords,navy,casual,15,14,rain,0.817,0.822
hoodie,orange,trousers,brown,sandals,white,casual,25,30,sunny,0.533,0.711
dress,black,none,none,oxfords,black,formal,15,14,sunny,0.817,0.767
t-shirt,brown,skirt,orange,heels,burgundy,sport,32,29,rain,0.917,0.65
t-shirt,beige,jeans,orange,oxfords,orange,sport,10,10,sunny,0.817,0.657
blazer,navy,jeans,gray,sandals,red,business,25,20,rain,0.767,0.706
blouse,black,trousers,white,sneakers,white,business,32,27,rain,0.8,0.799
dress,navy,none,none,heels,red,party,12,13,cloudy,0.817,0.812
sweater,black,jeans,gray,heels,red,formal,10,9,sunny,0.817,0.748
blouse,white,jeans,burgundy,loafers,red,date,18,19,cloudy,0.867,0.85
polo,gray,leggings,pink,oxfords,black,business,10,9,rain,0.867,0.758
cardigan,navy,leggings,red,sandals,burgundy,date,25,27,sunny,0.733,0.671
shirt,burgundy,trousers,black,sneakers,black,formal,25,24,rain,0.75,0.875
sweater,pink,jeans,purple,sandals,red,party,20,16,rain,0.817,0.6
cardigan,green,jeans,burgundy,boots,black,casual,18,20,sunny,0.867,0.767
blouse,white,jeans,white,sneakers,orange,casual,8,9,cloudy,0.867,0.767
tank-top,purple,shorts,yellow,heels,white,sport,32,36,sunny,0.917,0.699
blazer,gray,shorts,gray,sandals,green,business,22,26,sunny,0.867,0.598
t-shirt,red,shorts,pink,loafers,white,date,25,30,sunny,0.917,0.724
hoodie,pink,jeans,navy,oxfords,black,formal,12,11,sunny,0.817,0.67
hoodie,blue,jeans,beige,loafers,yellow,formal,5,-1,snow,0.817,0.593
sweater,navy,trousers,beige,sneakers,black,business,2,0,rain,0.933,0.721
tank-top,pink,jeans,blue,oxfords,white,sport,28,29,cloudy,0.767,0.633
shirt,burgundy,skirt,black,sneakers,beige,date,5,2,rain,0.867,0.755
dress,burgundy,none,none,loafers,black,casual,20,20,cloudy,0.817,0.82
polo,navy,trousers,navy,sneakers,white,sport,32,31,rain,0.8,0.747
polo,gray,leggings,white,loafers,orange,casual,20,18,rain,0.867,0.85
dress,blue,none,none,heels,white,sport,28,32,sunny,0.717,0.685
polo,white,sweatpants,white,oxfords,white,business,5,0,rain,0.867,0.62
polo,green,trousers,gray,heels,gray,business,5,5,cloudy,0.867,0.715
dress,white,none,none,sandals,green,casual,32,35,sunny,0.8,0.75
dress,purple,none,none,sneakers,blue,formal,25,25,cloudy,0.8,0.674
t-shirt,navy,shorts,orange,sandals,orange,sport,28,30,cloudy,1.0,0.812
tank-top,beige,shorts,gray,sneakers,gray,sport,25,28,sunny,1.0,0.965
cardigan,white,jeans,white,oxfords,brown,formal,12,11,cloudy,0.867,0.676
blouse,gray,leggings,beige,sneakers,gray,business,28,31,sunny,0.9,0.735
sweater,brown,jeans,yellow,oxfords,black,date,8,7,cloudy,0.817,0.706
hoodie,pink,jeans,green,oxfords,blue,formal,20,22,cloudy,0.817,0.656
cardigan,beige,leggings,gray,sneakers,orange,casual,25,22,rain,0.733,0.805
dress,white,none,none,sandals,pink,date,25,27,cloudy,0.8,0.821
blouse,black,jeans,black,sneakers,black,party,25,21,rain,0.9,0.757
shirt,black,skirt,white,sandals,green,formal,22,25,sunny,0.867,0.776
sweater,white,skirt,blue,loafers,yellow,business,2,2,cloudy,0.833,0.72
dress,purple,none,none,sneakers,red,date,18,17,cloudy,0.817,0.719
tank-top,green,jeans,blue,sneakers,pink,sport,15,14,rain,0.767,0.732
t-shirt,yellow,jeans,purple,sneakers,brown,sport,10,8,sunny,0.817,0.652
cardigan,yellow,shorts,purple,heels,brown,formal,15,14,cloudy,0.867,0.67
blazer,navy,trousers,black,sneakers,white,party,25,30,sunny,0.667,0.656
sweater,white,leggings,gray,heels,green,casual,18,17,cloudy,0.817,0.767
dress,beige,none,none,oxfords,pink,party,32,29,rain,0.667,0.728
blouse,green,skirt,yellow,sneakers,burgundy,party,32,36,sunny,1.0,0.758
blouse,gray,trousers,white,sneakers,green,formal,5,5,cloudy,0.867,0.726
polo,black,leggings,beige,loafers,red,business,32,31,rain,0.817,0.743
blouse,gray,skirt,blue,sandals,gray,sport,32,31,cloudy,1.0,0.62
hoodie,black,leggings,black,boots,gray,sport,8,10,cloudy,0.817,0.8
blouse,black,leggings,navy,sandals,orange,formal,18,18,sunny,0.867,0.665
tank-top,gray,shorts,white,sneakers,burgundy,formal,32,36,sunny,1.0,0.619
sweater,gray,jeans,navy,boots,pink,formal,20,15,rain,0.817,0.682
dress,black,none,none,loafers,beige,sport,18,17,sunny,0.817,0.561
shirt,navy,jeans,blue,heels,purple,business,20,21,cloudy,0.867,0.801
shirt,beige,leggings,white,sneakers,black,formal,10,9,rain,0.867,0.715
dress,black,none,none,oxfords,red,party,10,12,cloudy,0.817,0.752
blouse,gray,skirt,navy,boots,gray,sport,12,8,rain,0.867,0.504
shirt,gray,trousers,white,sneakers,white,business,12,10,cloudy,0.867,0.936
sweater,black,jeans,navy,boots,black,casual,10,8,rain,0.817,0.815
polo,gray,jeans,blue,sneakers,black,sport,22,26,sunny,0.867,0.712
t-shirt,yellow,jeans,pink,heels,yellow,business,12,10,rain,0.817,0.719
blazer,black,leggings,black,boots,yellow,business,12,10,cloudy,0.867,0.752
dress,purple,none,none,sneakers,black,business,18,17,sunny,0.817,0.663
polo,brown,jeans,burgundy,loafers,purple,date,18,18,sunny,0.867,0.79
t-shirt,gray,skirt,navy,sneakers,blue,sport,22,23,sunny,0.817,0.797
shirt,gray,shorts,purple,sandals,yellow,formal,18,18,sunny,0.867,0.669
tank-top,blue,skirt,black,heels,orange,sport,22,27,sunny,0.767,0.662
shirt,orange,jeans,burgundy,loafers,green,date,8,7,cloudy,0.867,0.701
sweater,red,leggings,burgundy,oxfords,red,party,8,9,sunny,0.817,0.589
hoodie,purple,skirt,white,oxfords,beige,business,18,16,sunny,0.817,0.716
polo,navy,jeans,navy,oxfords,black,sport,10,8,sunny,0.867,0.518
blazer,pink,jeans,black,loafers,purple,party,8,8,sunny,0.867,0.723
polo,yellow,trousers,blue,sandals,blue,casual,25,25,cloudy,0.8,0.747
cardigan,red,jeans,white,loafers,navy,formal,12,8,rain,0.867,0.758
sweater,black,jeans,red,boots,burgundy,party,10,9,sunny,0.817,0.722
blouse,navy,skirt,yellow,loafers,yellow,sport,18,20,cloudy,0.867,0.547
tank-top,burgundy,trousers,yellow,sneakers,purple,formal,32,31,cloudy,0.8,0.61
dress,navy,none,none,heels,burgundy,party,18,16,sunny,0.817,0.84
shirt,blue,leggings,burgundy,sneakers,black,casual,15,14,cloudy,0.867,0.886
hoodie,pink,leggings,white,sneakers,black,date,5,6,cloudy,0.817,0.687
shirt,blue,jeans,navy,sandals,brown,casual,15,17,sunny,0.867,0.811
shirt,black,shorts,black,sandals,navy,business,15,14,sunny,0.867,0.606
shirt,pink,skirt,navy,oxfords,burgundy,business,15,17,sunny,0.867,0.795
blouse,white,shorts,navy,sandals,brown,business,25,26,cloudy,1.0,0.689
polo,white,jeans,blue,heels,brown,sport,18,16,sunny,0.867,0.645
polo,navy,jeans,orange,loafers,navy,date,20,21,sunny,0.867,0.758
dress,blue,none,none,sneakers,white,sport,10,9,sunny,0.817,0.68
blouse,gray,jeans,brown,boots,beige,business,2,4,cloudy,0.9,0.838
blouse,white,shorts,navy,sandals,gray,sport,25,27,sunny,1.0,0.784
dress,burgundy,none,none,boots,navy,date,15,15,sunny,0.817,0.786
blazer,white,jeans,yellow,heels,gray,business,12,10,sunny,0.867,0.838
dress,black,none,none,sneakers,blue,formal,5,5,cloudy,0.817,0.601
t-shirt,navy,trousers,black,loafers,red,date,25,24,rain,0.717,0.782
shirt,orange,skirt,black,sandals,black,date,25,23,rain,0.95,0.726
blazer,yellow,sweatpants,pink,oxfords,red,party,22,24,sunny,0.867,0.629
sweater,white,jeans,white,sneakers,pink,formal,10,8,sunny,0.817,0.599
sweater,black,trousers,gray,loafers,green,party,22,20,rain,0.817,0.686
blouse,black,skirt,blue,sandals,pink,sport,18,14,rain,0.867,0.481
blouse,black,leggings,navy,sneakers,yellow,date,20,19,rain,0.867,0.809
dress,green,none,none,sandals,blue,date,32,27,rain,0.8,0.775
shirt,navy,skirt,red,boots,yellow,formal,10,9,cloudy,0.867,0.749
dress,gray,none,none,oxfords,navy,party,20,18,rain,0.817,0.796
t-shirt,navy,shorts,burgundy,sneakers,navy,date,32,32,cloudy,1.0,0.772
cardigan,purple,trousers,yellow,loafers,black,party,5,0,snow,0.867,0.637
blouse,purple,skirt,red,heels,brown,date,18,16,rain,0.867,0.768
blouse,white,skirt,brown,sandals,burgundy,business,25,28,sunny,1.0,0.789
blouse,black,trousers,blue,sandals,red,party,32,33,sunny,0.8,0.776
dress,pink,none,none,heels,beige,date,25,21,rain,0.717,0.79
shirt,black,jeans,orange,sneakers,gray,casual,25,21,rain,0.85,0.898
cardigan,purple,jeans,blue,loafers,black,date,10,10,sunny,0.867,0.766
blouse,orange,skirt,burgundy,sneakers,beige,date,32,33,cloudy,1.0,0.783
polo,brown,leggings,yellow,sandals,black,casual,32,31,cloudy,0.9,0.777
sweater,blue,leggings,brown,loafers,black,formal,20,19,cloudy,0.817,0.712
dress,orange,none,none,sandals,white,date,32,31,rain,0.8,0.774
t-shirt,purple,shorts,purple,boots,white,casual,10,5,rain,0.817,0.655
blouse,white,trousers,gray,oxfords,burgundy,formal,25,26,sunny,0.667,0.849
t-shirt,black,jeans,brown,sneakers,red,party,20,15,rain,0.817,0.657
sweater,black,leggings,blue,loafers,blue,sport,5,7,cloudy,0.817,0.657
dress,pink,none,none,loafers,blue,party,20,20,cloudy,0.817,0.808
blazer,black,leggings,white,loafers,navy,formal,18,13,rain,0.867,0.766
tank-top,black,shorts,red,heels,pink,party,32,30,rain,0.917,0.678
blouse,brown,skirt,red,loafers,red,date,18,16,rain,0.867,0.793
blouse,gray,jeans,green,heels,black,sport,20,21,sunny,0.867,0.606
hoodie,red,jeans,gray,boots,navy,casual,18,18,cloudy,0.817,0.74
t-shirt,white,jeans,navy,loafers,gray,formal,10,10,sunny,0.817,0.74
blouse,purple,jeans,white,sneakers,white,sport,25,25,cloudy,0.9,0.713
t-shirt,green,jeans,gray,sneakers,gray,casual,18,14,rain,0.817,0.844
dress,pink,none,none,sneakers,pink,date,5,4,cloudy,0.817,0.654
sweater,gray,jeans,orange,boots,gray,casual,10,8,sunny,0.817,0.807
shirt,yellow,trousers,black,sandals,gray,formal,22,19,rain,0.867,0.821
hoodie,black,leggings,gray,oxfords,blue,sport,5,-2,snow,0.817,0.683
blouse,gray,jeans,beige,oxfords,black,formal,5,2,snow,0.867,0.749
t-shirt,white,jeans,navy,loafers,orange,sport,28,29,sunny,0.817,0.667
sweater,orange,jeans,brown,boots,white,casual,8,8,sunny,0.817,0.768
t-shirt,white,trousers,red,oxfords,beige,sport,10,12,sunny,0.817,0.629
shirt,green,skirt,navy,loafers,gray,formal,15,16,cloudy,0.867,0.839
blouse,purple,shorts,orange,oxfords,green,date,10,10,sunny,0.867,0.712
tank-top,purple,trousers,black,sneakers,red,business,18,19,sunny,0.767,0.705
dress,green,none,none,heels,gray,party,25,24,cloudy,0.717,0.841
blouse,burgundy,shorts,black,sneakers,green,formal,28,32,sunny,1.0,0.623
blazer,gray,jeans,navy,loafers,purple,sport,8,7,cloudy,0.867,0.549
sweater,black,shorts,black,oxfords,gray,sport,20,19,sunny,0.817,0.695
polo,yellow,skirt,purple,sneakers,brown,casual,32,37,sunny,1.0,0.78
hoodie,black,shorts,black,boots,black,formal,18,20,sunny,0.817,0.561
cardigan,navy,sweatpants,gray,boots,yellow,sport,20,20,sunny,0.867,0.68
shirt,burgundy,jeans,gray,loafers,navy,party,20,18,rain,0.867,0.822
blazer,red,skirt,navy,sneakers,orange,business,32,34,sunny,0.867,0.706
shirt,white,shorts,green,sneakers,burgundy,date,32,34,sunny,0.95,0.735
sweater,burgundy,sweatpants,navy,sneakers,yellow,casual,18,16,sunny,0.817,0.803
blazer,brown,leggings,yellow,heels,brown,business,12,12,sunny,0.867,0.829
shirt,navy,shorts,orange,loafers,navy,sport,32,37,sunny,0.867,0.636
shirt,navy,sweatpants,burgundy,loafers,black,date,22,26,sunny,0.867,0.694
t-shirt,navy,trousers,green,sneakers,gray,formal,15,14,cloudy,0.817,0.644
t-shirt,black,skirt,gray,oxfords,gray,sport,20,22,sunny,0.817,0.688
shirt,navy,skirt,black,oxfords,brown,business,18,17,sunny,0.867,0.842
sweater,green,jeans,gray,oxfords,brown,sport,10,10,sunny,0.817,0.573
tank-top,white,trousers,burgundy,heels,navy,business,22,25,sunny,0.767,0.852
blouse,burgundy,jeans,burgundy,sneakers,burgundy,date,25,30,sunny,0.9,0.744
t-shirt,white,jeans,red,oxfords,burgundy,casual,20,21,sunny,0.817,0.839
polo,purple,skirt,black,sandals,green,formal,20,19,sunny,0.867,0.691
shirt,green,jeans,burgundy,sneakers,black,date,10,11,sunny,0.867,0.772
dress,beige,none,none,heels,white,sport,25,27,sunny,0.717,0.624
cardigan,orange,trousers,yellow,heels,white,formal,12,14,sunny,0.867,0.826
dress,green,none,none,loafers,white,party,22,24,cloudy,0.817,0.742
blazer,white,trousers,beige,boots,navy,business,18,19,cloudy,0.867,0.926
hoodie,gray,trousers,green,oxfords,white,casual,18,19,sunny,0.817,0.725
t-shirt,black,jeans,yellow,heels,pink,date,10,8,sunny,0.817,0.63
